id,url,title,description,config,created,type,active,user_id,publisher_id,frequency,next_run
099300c2-fa15-4240-bb34-f44fde6bb03d,http://geoportal.pasamanbaratkab.go.id/csw,Pemerintah Kabupaten Pasaman Barat,"","",2021-09-16 13:03:03.439934,csw,t,"","",DAILY,2022-02-15 20:12:46.713214
16c9d0b4-ecbb-47cb-8986-7e2266d0ff76,http://geoportal.batangkab.go.id/csw,Pemerintah Kabupaten Batang - Spasial,"","",2021-09-13 07:05:03.746279,csw,t,"","",DAILY,2022-02-15 20:12:47.818046
83148893-58f9-4eb9-a6ed-207de4a34417,https://data.belitung.go.id/,Pemerintah Kabupaten Belitung - CKAN,"","",2021-09-09 10:53:44.731151,ckan,t,"","",WEEKLY,2022-02-17 11:50:02.368467
06ae73f8-6d54-41fd-b4f8-a9bba489f406,https://tanahair.indonesia.go.id/sdi/,Pemerintah Provinsi Jambi - Spasial,"","{
 ""organizations_filter_include"": [""provinsi-jambi""]
}",2021-09-09 01:56:29.248774,ckan,t,"","",WEEKLY,2022-02-16 11:42:03.776279
894cc182-c304-4610-899a-a28ae46d44fa,http://10.42.0.15/data/DKI/dki.json,Pemerintah Provinsi DKI Jakarta - DCAT,"","",2022-01-11 04:53:27.986928,dcat_json,t,"","",WEEKLY,2022-02-15 15:41:03.4867
0b3b694e-bca2-47f3-8902-ab0d905c0217,http://paserkab.ina-sdi.or.id/csw,Pemerintah Kabupaten Paser - Spasial,"","",2021-09-16 12:46:48.745014,csw,t,"","",DAILY,2022-02-15 20:12:46.887763
23e10ab3-ae8f-4826-b5f8-fbab308768cd,https://tanahair.indonesia.go.id/sdi/,Pemerintah Provinsi Kalimantan Barat - Spasial,"","{
 ""organizations_filter_include"": [""provinsi-kalimantan-barat""]
}",2021-09-08 16:17:21.215485,ckan,t,"","",WEEKLY,2022-02-16 11:42:04.200041
a3dd6813-fd22-4270-96a7-cce9ab421488,https://tanahair.indonesia.go.id/sdi/,Pemerintah Provinsi Sulawesi Tenggara - Spasial,"","{
 ""organizations_filter_include"": [""provinsi-sulawesi-tenggara""]
}",2021-09-08 15:02:51.699675,ckan,t,"","",WEEKLY,2022-02-16 11:42:04.283383
b0168872-e870-4c85-b045-6092289c0d98,http://geoportal.kebumenkab.go.id/csw,Pemerintah Kabupaten Kebumen - Spasial,"","",2021-09-13 02:14:29.134379,csw,t,"","",DAILY,2022-02-15 20:12:48.67633
d3859482-9ea8-497a-9222-1e418b02130a,http://palangkarayakota.ina-sdi.or.id/csw,Pemerintah Kota Palangkaraya - Spasial,"","",2021-09-13 07:18:32.963497,csw,t,"","",DAILY,2022-02-15 20:12:47.644499
0fc452b3-f713-48de-bcf4-0ea45df2fef1,https://data.pemkomedan.go.id/,Pemerintah Kota Medan - CKAN,"","",2021-09-09 14:43:46.403733,ckan,t,"","",DAILY,2022-02-15 20:12:51.61976
472f1a60-28e9-4496-8593-a0c354951d66,http://appsrv1.deltadatamandiri.com/data/jabar.json,Pemerintah Provinsi Jawa Barat - DCAT,"","",2021-10-29 03:27:12.986543,dcat_json,f,"","",MANUAL,
ff1c7a8f-fbef-4222-a9e4-e2d2970dfa28,http://geoportal.kukarkab.go.id:8080/geonetwork/srv/eng/csw?request=GetCapabilities&service=CSW&version=2.0.2,Pemerintah Kabupaten Kutai Kartanegara - Spasial,"","",2021-09-13 02:53:08.36385,csw,t,"","",MANUAL,2021-09-24 03:46:38.817746
9984e823-e806-4da1-aa71-c3da01fbe6d9,https://tanahair.indonesia.go.id/csw,Badan Informasi Geospasial (CSW),"","",2021-10-06 14:43:44.358626,csw,f,"","",MANUAL,
ee52c1fc-5eb8-44c1-9395-d075f013607d,http://appsrv1.deltadatamandiri.com/data/jabar.json,Pemerintah Provinsi Jawa Barat - DCAT,"","",2021-10-27 09:05:37.638026,dcat_json,f,"","",MANUAL,
d034e436-c17c-47e9-853d-8b958f9d2030,http://appsrv1.deltadatamandiri.com/data/data_DPR.json,Dewan Perwakilan Rakyat - DCAT,"","",2021-10-29 03:58:26.37305,dcat_json,f,"","",MANUAL,
f270dcb0-8abd-4238-b38e-76c1b779e12d,http://opendata.jatimprov.go.id/data.json,Pemerintah Provinsi Jawa Timur - DCAT,"","",2021-10-13 10:39:07.935211,dcat_json,t,"","",MANUAL,
865457bd-cbf2-4db0-901f-a6cffcb36ffb,http://data.kutaitimurkab.go.id/,Pemerintah Kabupaten Kutai Timur - CKAN,"","",2021-09-22 04:45:15.280987,ckan,f,"","",DAILY,2021-09-23 04:48:27.947002
a9eebd26-2102-432a-ab09-f33aece3702b,http://appsrv1.deltadatamandiri.com/data/jabar.json,Pemerintah Provinsi Jawa Barat - DCAT,"","",2021-10-29 06:38:26.976132,dcat_json,f,"","",MANUAL,
f28fd22a-f9c0-466d-97a2-cf0bde4b2a44,http://appsrv1.deltadatamandiri.com/data/lipi.json,Lembaga Ilmu Pengetahuan Indonesia - DCAT,"","",2021-11-01 01:14:21.241045,dcat_json,f,"","",MANUAL,
0da063e3-1c24-47f3-bc3a-1a08b80de5d4,http://datahub.data.go.id/data/DPR/data_DPR.json,Dewan Perwakilan Rakyat - DCAT,"","",2021-11-03 12:49:52.239202,dcat_json,f,"","",MANUAL,
a6bf3c6a-97eb-4165-83b3-b934c7970676,http://palapa.big.go.id/sikambing/csw,Badan Informasi Geospasial - CSW,"","",2021-10-06 16:06:40.916831,csw,f,"","",MANUAL,
b680da14-292c-4b38-887a-270a97997075,https://tanahair.indonesia.go.id/sdi/csw,BIG Test CSW,"","",2021-11-03 13:23:35.11344,csw,f,"","",MANUAL,
44db7886-cc62-47d7-beb6-4210f01c2ed0,http://appsrv1.deltadatamandiri.com/data/lipi.json,Lembaga Ilmu Pengetahuan Indonesia - DCAT,"","",2021-11-05 11:28:38.16402,dcat_json,f,"","",MANUAL,
71d11441-4fc7-4ba8-ad15-b1ff18899fc5,http://appsrv1.deltadatamandiri.com/data/lipi.json,Lembaga Ilmu Pengetahuan Indonesia - DCAT,"","",2021-11-03 13:04:42.068344,dcat_json,f,"","",MANUAL,
0fc4b2f8-065a-4aaa-bb12-ac5a5f317e4a,https://datahub.data.go.id/data/jabar/jabar.json,Pemerintah Provinsi Jawa Barat - DCAT,"","",2021-10-29 08:41:16.316605,dcat_json,t,"","",MANUAL,
d201d666-c682-4e9e-aa73-83dffb2142b4,http://appsrv1.deltadatamandiri.com/data/lipi.json,Lembaga Ilmu Pengetahuan Indonesia - DCAT,"","",2021-11-08 03:35:42.020658,dcat_json,f,"","",MANUAL,
712819cf-7332-4181-9e1f-5f7eb8f3e36a,https://satudata.kemenag.go.id/,Kementerian Agama - CKAN,"","",2021-11-09 10:43:42.034523,ckan,t,"","",MANUAL,
857ce80d-8407-429f-9def-7585edf984d1,https://datahub.data.go.id/data/LIPI/lipi.json,Lembaga Ilmu Pengetahuan Indonesia - DCAT,"","",2021-11-08 06:23:18.476001,dcat_json,t,"","",MANUAL,
57e1a093-092b-4975-bc82-4ae7af8b3243,https://data.slemankab.go.id/data,Pemerintah Kabupaten Sleman - CKAN,"","",2021-09-09 14:34:40.181705,ckan,t,"","",DAILY,2022-02-15 20:12:51.804577
6b589f48-d902-48b7-8e5c-e8c3f90c0515,http://satudatapalapa.mojokertokab.go.id/,Pemerintah Kabupaten Mojokerto - CKAN,"","",2021-12-16 03:43:09.98601,ckan,t,"","",WEEKLY,2022-02-17 05:03:01.471102
